system|artal_start|artal_slut|organisationsnummer|foretagsnummer|personnummer|anstallningsnummer|transaktion_id|utbetalningsgrupp_id|utbetalningsgrupp_namn|lonekorningsnummer|personalkategori|loneart_kod|loneart_namn|datumstart|datumslut|omfattning_procent|antal|enhet|apris|belopp_sek|transaktionsrad_text
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|3|1|Månadsutbetalning|2020-10|MÅN|924|Nettolöneavdrag|2020-10-01T00:00|2020-10-31T00:00|0|0||0|-150|
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|4|1|Månadsutbetalning|2020-10|MÅN|997|Nettoskuld till n lön|||0|0||0|750|
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|45000|
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2|1|Månadsutbetalning|2020-10|MÅN|696|Pension, löneväxling|2020-10-01T00:00|2020-10-31T00:00|0|0||0|-3000|
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|3|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-11704|
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|4|1|Månadsutbetalning|2020-10|MÅN|926|TPA18 >7,5 Ibb|||0|0||0|3250|
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|5|1|Månadsutbetalning|2020-10|MÅN|927|Avdrag TPA18 >7,5 Ibb|||0|0||0|-3250|
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|30000|
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-7583|
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|35000|
Flex Lön|1973|2022|123456-7890|923|            |311|1|1|Månadsutbetalning|2020-10|UPPDR|85|Arvode A-Sink socavg|2020-10-01T00:00|2020-10-31T00:00|0|0||0|0|
Flex Lön|1973|2022|123456-7890|923|            |311|2|1|Månadsutbetalning|2020-10|UPPDR|917|Skatt A-Sink|||0|0||0|0|
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|1|1|Månadsutbetalning|2020-10|MÅN|81|Uppehållslöneavdrag|2020-10-01T00:00|2020-10-31T00:00|0|0||0|-2600|
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|26000|
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|3|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-5552|
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|1|1|Månadsutbetalning|2020-10|MÅN|100|Avgångsvederlag|2020-10-01T00:00|2020-10-31T00:00|0|1||15000|15000|Avgångsvederlag
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|2|1|Månadsutbetalning|2020-10|MÅN|103|Pens.gr avgångsvederlag|2020-10-01T00:00|2020-10-31T00:00|0|1||2000|2000|Avångsvederlag, Pens.gr
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|3|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-3581|
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|3|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-1565|
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|5|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|20000|
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|7|1|Månadsutbetalning|2020-11|MÅN|994|Bruttoskuld fr föreg lön|||0|0||0|-10000|
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|8|1|Månadsutbetalning|2020-11|MÅN|232|OB-tillägg B, helg|2020-10-01T00:00|2020-10-31T00:00|0|0.65|tim|58|37.7|
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|9|1|Månadsutbetalning|2020-11|MÅN|232|OB-tillägg B, helg|2020-10-01T00:00|2020-10-31T00:00|0|0.35|tim|58|20.3|
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|10|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|168.3|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|22000|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|0|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|11|1|Månadsutbetalning|2020-11|MÅN|536|Sem omv till tim bet dgr|||0|8|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|12|1|Månadsutbetalning|2020-11|MÅN|520|Sem tillägg omv bet dgr|||0|1|dgr|145.2|145.2|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|13|1|Månadsutbetalning|2020-11|MÅN|510|Semesterlön|||0|1|dgr|1104|1104|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|14|1|Månadsutbetalning|2020-11|MÅN|511|Semesteravdrag|||0|1|dgr|-1104|-1104|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|19|1|Månadsutbetalning|2020-11|MÅN|6|Särskild ersättning|||0|1||1500|1500|Julgåva
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|20|1|Månadsutbetalning|2020-11|MÅN|913|Engångsskatt|||0|0||0|0|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|28|1|Månadsutbetalning|2020-11|MÅN|502|Semester obetald|2020-11-01T00:00|2020-11-30T00:00|0|16|dgr|0|0|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|29|1|Månadsutbetalning|2020-11|MÅN|504|Obetalt semesteravdrag|2020-11-01T00:00|2020-11-30T00:00|0|16|dgr|-1083.87096774194|-17341.94|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|37|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|7.65|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|38|1|Månadsutbetalning|2020-11|MÅN|400|Karensavdrag|2020-10-01T00:00|2020-10-04T00:00|100|1|dgr|0|-758.71|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|39|1|Månadsutbetalning|2020-11|MÅN|402|Sjukavdrag dag 1 - 14|2020-10-01T00:00|2020-10-04T00:00|100|2|dgr|-948.387096774194|-1896.77|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|40|1|Månadsutbetalning|2020-11|MÅN|501|Semester betald|2020-10-05T00:00|2020-10-11T00:00|0|5|dgr|0|0|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|41|1|Månadsutbetalning|2020-11|MÅN|400|Karensavdrag|2020-10-13T00:00|2020-10-31T00:00|100|1|dgr|0|-791.04|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|42|1|Månadsutbetalning|2020-11|MÅN|402|Sjukavdrag dag 1 - 14|2020-10-13T00:00|2020-10-26T00:00|100|10|dgr|-987.09677419355|-9870.97|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|43|1|Månadsutbetalning|2020-11|MÅN|404|Sjukavdrag dag 15 - 90|2020-10-27T00:00|2020-10-31T00:00|100|5|kdgr|-709.677419354839|-3548.39|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|44|1|Månadsutbetalning|2020-11|MÅN|403|Sjuklön 80% dag 1 - 14|2020-10-01T00:00|2020-10-04T00:00|100|2|dgr|758.709677419355|1517.42|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|45|1|Månadsutbetalning|2020-11|MÅN|510|Semesterlön|2020-10-05T00:00|2020-10-11T00:00|0|5|dgr|966|4830|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|46|1|Månadsutbetalning|2020-11|MÅN|511|Semesteravdrag|2020-10-05T00:00|2020-10-11T00:00|0|5|dgr|-966|-4830|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|47|1|Månadsutbetalning|2020-11|MÅN|523|Semesterlönetillägg|||0|5|dgr|-149.6833|-748.42|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|48|1|Månadsutbetalning|2020-11|MÅN|522|Semestertillägg 0,605%|2020-10-05T00:00|2020-10-11T00:00|0|5|dgr|127.05|635.25|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|49|1|Månadsutbetalning|2020-11|MÅN|403|Sjuklön 80% dag 1 - 14|2020-10-13T00:00|2020-10-26T00:00|100|10|dgr|789.67741935484|7896.77|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|50|1|Månadsutbetalning|2020-11|MÅN|405|Sjuklön 10% dag 15-90|2020-10-27T00:00|2020-10-31T00:00|100|5|kdgr|70.9677419354839|354.84|
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|51|1|Månadsutbetalning|2020-11|MÅN|995|Bruttoskuld till n lön|||0|0||0|906.76|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|30000|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-7091|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|3|1|Månadsutbetalning|2020-11|MÅN|6|Särskild ersättning|||0|1||1500|1500|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|4|1|Månadsutbetalning|2020-11|MÅN|913|Engångsskatt|||0|0||0|-450|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|7|1|Månadsutbetalning|2020-11|MÅN|570|Semesteravdr under 40 %|2020-11-01T00:00|2020-11-30T00:00|100|30|kdgr|0|0|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|10|1|Månadsutbetalning|2020-11|MÅN|696|Pension, löneväxling|||0|0||0|-550|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|13|1|Månadsutbetalning|2020-11|MÅN|916|Skattejust automatisk|||0|0||0|-1409|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|14|1|Månadsutbetalning|2020-11|MÅN|232|OB-tillägg B, helg|2020-10-01T00:00|2020-10-31T00:00|0|0.65|tim|58|37.7|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|15|1|Månadsutbetalning|2020-11|MÅN|232|OB-tillägg B, helg|2020-10-01T00:00|2020-10-31T00:00|0|0.35|tim|58|20.3|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|16|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|153|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|17|1|Månadsutbetalning|2020-11|MÅN|400|Karensavdrag|2020-10-05T00:00|2020-10-05T00:00|100|1|dgr|0|-1083.87|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|18|1|Månadsutbetalning|2020-11|MÅN|402|Sjukavdrag dag 1 - 14|2020-10-05T00:00|2020-10-05T00:00|100|1|dgr|-1354.83870967742|-1354.84|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|19|1|Månadsutbetalning|2020-11|MÅN|501|Semester betald|2020-10-06T00:00|2020-10-06T00:00|0|1|dgr|0|0|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|20|1|Månadsutbetalning|2020-11|MÅN|403|Sjuklön 80% dag 1 - 14|2020-10-05T00:00|2020-10-05T00:00|100|1|dgr|1083.87096774194|1083.87|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|21|1|Månadsutbetalning|2020-11|MÅN|510|Semesterlön|2020-10-06T00:00|2020-10-06T00:00|0|1|dgr|1380|1380|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|22|1|Månadsutbetalning|2020-11|MÅN|511|Semesteravdrag|2020-10-06T00:00|2020-10-06T00:00|0|1|dgr|-1380|-1380|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|23|1|Månadsutbetalning|2020-11|MÅN|522|Semestertillägg 0,605%|2020-10-06T00:00|2020-10-06T00:00|0|1|dgr|181.5|181.5|
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|24|1|Månadsutbetalning|2020-11|MÅN|998|Öresutjämning|||0|0||0|0.34|
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|41000|
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|0|
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|11|1|Månadsutbetalning|2020-11|MÅN|661|Föräldraled innev månad|2020-11-01T00:00|2020-11-30T00:00|0|22|dgr|0|-41000|
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|29000|
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-7337|
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|3|1|Månadsutbetalning|2020-11|MÅN|232|OB-tillägg B, helg|2020-10-01T00:00|2020-10-31T00:00|0|1|tim|58|58|
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|4|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|176|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|35000|
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-9394|
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|3|1|Månadsutbetalning|2020-11|MÅN|232|OB-tillägg B, helg|2020-10-01T00:00|2020-10-31T00:00|0|1|tim|58|58|
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|4|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|173|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|5|1|Månadsutbetalning|2020-11|MÅN|211|Övertid kvalificerad|2020-10-08T00:00|2020-10-08T00:00|0|0.5|tim|509.090909090909|254.55|
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|6|1|Månadsutbetalning|2020-11|MÅN|998|Öresutjämning|||0|0||0|0.45|
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|26000|
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-6414|
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|3|1|Månadsutbetalning|2020-11|MÅN|232|OB-tillägg B, helg|2020-10-01T00:00|2020-10-31T00:00|0|1|tim|58|58|
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|4|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|176|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|32500|
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-8414|
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|3|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|176|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|35000|
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-9324|
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|3|1|Månadsutbetalning|2020-11|MÅN|232|OB-tillägg B, helg|2020-10-01T00:00|2020-10-31T00:00|0|1|tim|58|58|
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|4|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|176|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|56000|
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-19163|
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|3|1|Månadsutbetalning|2020-11|MÅN|926|TPA18 >7,5 Ibb|||0|0||0|13375|
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|4|1|Månadsutbetalning|2020-11|MÅN|927|Avdrag TPA18 >7,5 Ibb|||0|0||0|-13375|
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|5|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|176|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|1|1|Månadsutbetalning|2020-11|TIM|10|Timlön|2020-10-01T00:00|2020-10-31T00:00|0|32|tim|140|4480|
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2|1|Månadsutbetalning|2020-11|TIM|230|OB-ersättning D, kväll|2020-10-01T00:00|2020-10-31T00:00|0|8|tim|23.5|188|
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|3|1|Månadsutbetalning|2020-11|TIM|60|Arbetsdagar timanställd|2020-10-01T00:00|2020-10-31T00:00|0|8|dgr|0|0|
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|4|1|Månadsutbetalning|2020-11|TIM|60|Arbetsdagar timanställd|||0|0|dgr|0|0|
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|5|1|Månadsutbetalning|2020-11|TIM|550|Semesterersättning|2020-10-01T00:00|2020-10-31T00:00|0|32||18.144|580.61|
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|6|1|Månadsutbetalning|2020-11|TIM|912|Skatt|||0|0||0|-1574|
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|7|1|Månadsutbetalning|2020-11|TIM|998|Öresutjämning|||0|0||0|0.39|
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|80|0||0|28800|
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2|1|Månadsutbetalning|2020-11|MÅN|30|80/90/100 modell, debet|2020-11-01T00:00|2020-11-30T00:00|0|0||0|3200|
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|3|1|Månadsutbetalning|2020-11|MÅN|31|80/90/100 modell, kredit|2020-11-01T00:00|2020-11-30T00:00|0|0||0|-3200|
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|4|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-7214|
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|6|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|140|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|30|0||0|7500|
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2|1|Månadsutbetalning|2020-11|MÅN|547|Semers vid < 40%|2020-11-01T00:00|2020-11-30T00:00|0|0||0|972|
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|3|1|Månadsutbetalning|2020-11|MÅN|570|Semesteravdr under 40 %|2020-11-01T00:00|2020-11-30T00:00|0|0|kdgr|0|0|
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|4|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-2959|
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|5|1|Månadsutbetalning|2020-11|MÅN|232|OB-tillägg B, helg|2020-10-01T00:00|2020-10-31T00:00|0|24|tim|58|1392|
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|6|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|100|54|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|75|0||0|24750|
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-2169|
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|3|1|Månadsutbetalning|2020-11|MÅN|603|Tjänstledighet dagar|2020-10-01T00:00|2020-10-31T00:00|50|22|dgr|0|-12375|
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|4|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|50|66|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|29500|
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2|1|Månadsutbetalning|2020-11|MÅN|615|Fp-tillägg 10% 180 dgr|2020-11-01T00:00|2020-11-30T00:00|0|0|kdgr|95.1612903225806|0|
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|3|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-6106|
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|4|1|Månadsutbetalning|2020-11|MÅN|612|Föräldraledig dagar|2020-10-01T00:00|2020-10-31T00:00|15|22|dgr|0|-4425|
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|5|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|84.97|143|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|24000|
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-2621|
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|3|1|Månadsutbetalning|2020-11|MÅN|400|Karensavdrag|2020-10-01T00:00|2020-10-31T00:00|100|1|dgr|0|-650.32|
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|4|1|Månadsutbetalning|2020-11|MÅN|402|Sjukavdrag dag 1 - 14|2020-10-01T00:00|2020-10-14T00:00|25|10|dgr|-270.967741935485|-2709.68|
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|5|1|Månadsutbetalning|2020-11|MÅN|404|Sjukavdrag dag 15 - 90|2020-10-15T00:00|2020-10-31T00:00|25|17|kdgr|-193.548387096774|-3290.32|
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|6|1|Månadsutbetalning|2020-11|MÅN|603|Tjänstledighet dagar|2020-10-01T00:00|2020-10-31T00:00|25|22|dgr|0|-6000|
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|7|1|Månadsutbetalning|2020-11|MÅN|74|Periodens närvarotid|2020-10-01T00:00|2020-10-31T00:00|50|88|tim|0|0|
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|8|1|Månadsutbetalning|2020-11|MÅN|403|Sjuklön 80% dag 1 - 14|2020-10-01T00:00|2020-10-14T00:00|25|10|dgr|216.774193548388|2167.74|
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|9|1|Månadsutbetalning|2020-11|MÅN|405|Sjuklön 10% dag 15-90|2020-10-15T00:00|2020-10-31T00:00|25|17|kdgr|19.3548387096774|329.03|
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|10|1|Månadsutbetalning|2020-11|MÅN|998|Öresutjämning|||0|0||0|-0.45|
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|35000|
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2|1|Månadsutbetalning|2020-11|MÅN|110|Lönetillägg|2020-11-01T00:00|2020-11-30T00:00|0|0||0|5000|
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|3|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-11004|
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|1|1|Månadsutbetalning|2020-11|MÅN|996|Nettoskuld fr föreg lön|||0|0||0|-750|
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|0|
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|3|1|Månadsutbetalning|2020-11|MÅN|924|Nettolöneavdrag|2020-11-01T00:00|2020-11-30T00:00|0|0||0|-150|
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|4|1|Månadsutbetalning|2020-11|MÅN|997|Nettoskuld till n lön|||0|0||0|900|
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|45000|
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2|1|Månadsutbetalning|2020-11|MÅN|696|Pension, löneväxling|2020-11-01T00:00|2020-11-30T00:00|0|0||0|-3000|
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|3|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-11704|
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|4|1|Månadsutbetalning|2020-11|MÅN|926|TPA18 >7,5 Ibb|||0|0||0|3250|
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|5|1|Månadsutbetalning|2020-11|MÅN|927|Avdrag TPA18 >7,5 Ibb|||0|0||0|-3250|
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|30000|
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2|1|Månadsutbetalning|2020-11|MÅN|912|Skatt|||0|0||0|-7583|
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|1|1|Månadsutbetalning|2020-11|MÅN|70|Månadslön|2020-11-01T00:00|2020-11-30T00:00|100|0||0|35000|
