system|artal_start|artal_slut|organisationsnummer|foretagsnummer|personnummer|anstallningsnummer|lonekorningsnummer|utbetalningsgrupp_id|utbetalningsgrupp_namn|utbetalningsdatum|fornamn|efternamn|lonespec
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2020-10|1|Månadsutbetalning|2020-10-27T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202010_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2020-10|1|Månadsutbetalning|2020-10-27T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202010_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2020-10|1|Månadsutbetalning|2020-10-27T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202010_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2020-10|1|Månadsutbetalning|2020-10-27T00:00|Arian|Grande|lonespecifikationer\123456-7890__311_202010_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2020-10|1|Månadsutbetalning|2020-10-27T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202010_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|2020-10|1|Månadsutbetalning|2020-10-27T00:00|Samuel|Som Slutat|lonespecifikationer\123456-7890_198006093119_313_202010_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Fröken|Fredrik|lonespecifikationer\123456-7890_199105093133_70_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Arian|Grande|lonespecifikationer\123456-7890__311_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|2020-11|1|Månadsutbetalning|2020-11-25T00:00|Samuel|Som Slutat|lonespecifikationer\123456-7890_198006093119_313_202011_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Fröken|Fredrik|lonespecifikationer\123456-7890_199105093133_70_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Arian|Grande|lonespecifikationer\123456-7890__311_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2020-12|1|Månadsutbetalning|2020-12-23T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202012_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Fröken|Fredrik|lonespecifikationer\123456-7890_199105093133_70_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Arian|Grande|lonespecifikationer\123456-7890__311_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2021-01|1|Månadsutbetalning|2021-01-25T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202101_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Fröken|Fredrik|lonespecifikationer\123456-7890_199105093133_70_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Arian|Grande|lonespecifikationer\123456-7890__311_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2021-01A|1|Månadsutbetalning|2021-01-30T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202101A_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Fröken|Fredrik|lonespecifikationer\123456-7890_199105093133_70_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202102_lonespec.html
